resource,noun,verb,condition,sequence,talker,refNoun,refVerb,refCond,en,he,comments
29,2,0,20,7,23,31,32,31,"""So you put some Deep Thought into the question, eh?"" ","""אז הקדשת 'הרהור עמוק' לשאלה, אה?""",
29,2,0,20,8,23,127,186,127,"""At least you're honest.  (Stupid... but honest.)""  ","""לפחות אתה דובר אמת. (טיפש... אבל דובר אמת.)""",
29,2,0,20,9,23,127,32,127,"""You're really dreaming if you think I accept that answer.""  ","""אתה באמת חולם אם אתה חושב שאקבל את התשובה הזאת.""",
29,2,0,20,10,23,127,32,127,"""Well, you're sure one of the pits."" ","""ובכן, בטוח שאתה אחד הגלעינים.""",
29,2,0,20,11,23,127,32,127,"""You got 'what' right, but flunked 'when'."" ","""ענית נכונה על ה'מה', אולם נכשלת ב'מתי'.""",
29,2,0,21,1,23,127,32,127,"""CAN YOU HEAR ME?
YOU HAVE THREE QUESTIONS.""","""אתה שומע אותי? יש לך שלוש שאלות!""",
29,2,0,22,1,23,127,32,127,"""You blew it, bub."" ","""פישלת, בחורצ'יק.""",
29,2,0,22,2,23,127,32,127,"""Sayonara, Sucker."" ","""שלום שלום ואל תבוא לי בחלום.""",
29,2,0,22,3,23,127,32,127,"""Wrong way, Jose!"" ","""בידך טעות, רות!""",
29,2,0,22,4,23,127,32,127,"""Hasta la vista, baby."" ","""אסטה לה ויסטה, בייבי.""",
29,2,0,22,5,23,127,32,127,"""Have a nice trip, see you in the fall!"" ","""טיול נעים, נתראה בסתיו!""",
29,2,0,22,6,23,47,79,47,"""Gotcha!"" ","""תפסתי 'תך!""",
29,2,0,22,7,23,47,220,112,"""Scat, Brat."" ","""קישטה, פרחח.""",
29,2,0,23,1,23,32,97,32,"""YOU DON'T GIVE UP EASILY, DO YOU?"" ","""אתה לא מוותר בקלות, אה?""",
29,2,0,24,1,23,32,32,32,"""THE WIZARD WILL SEE YOU NOW."" ","""הקוסם יקבל אותך עכשיו.""",
29,2,1,0,1,99,127,32,127,The stone creature looks like it's bored.  Wouldn't you be?,יצור האבן נראה משועמם. אתה לא היית?,
29,3,0,5,1,99,127,32,127,"Your body can't take too much more of this kind of mountaineering.  At this point, you envy the gargoyle his job.","גופך אינו מסוגל לעמוד עוד בטיפוס ההרים המפרך הזה. בשלב הזה, אתה מוכן להתחלף עם הגרגויל בתפקיד.",
29,3,0,25,1,99,127,32,127,You feel as though you have just scaled the Matterhorn in full armor.  What a climb!  You can see all of Spielburg valley from here.,אתה מרגיש כאילו העפלת לפסגת מאטרהורן בשריון מלא. איזו עליה! אתה יכול לראות את כל עמק שפילבורג מכאן.,
29,3,0,25,2,99,127,32,127,"After you finally catch your breath, you see that you have reached the rather eccentric-looking house that you saw from below.","לאחר שסוף סוף אתה מצליח להסדיר את נשימתך, אתה שם לב שהגעת אל הבית המשונה למדי שראית מלמטה.",
29,3,0,25,3,99,112,32,112,There is an ugly gargoyle above the entrance.,גרגויל מכוער ניצב מעל הכניסה.,
29,3,0,26,1,99,112,223,112,This climb seems longer every time.  But you made it.,העליה הזאת נראית ארוכה יותר ויותר בכל פעם. אבל הצלחת.,
29,3,0,26,2,99,127,32,112,You begin to think being eaten by a monster would be more fun than climbing this mountain.,אתה מתחיל לחשוב שלהיטרף על ידי מפלצת יהיה יותר כיף מאשר לטפס על ההר הזה.,
29,3,0,26,3,99,112,223,112,Every muscle in your body is letting you know that this is great exercise.,כל שריר בגופך מודיע לך חגיגית שזה יופי של אימון.,
29,3,0,26,4,99,112,32,127,"You think to yourself, ""Self, why am I doing this?""  Self replies, ""YOU'RE the one who wants to be a hero."" ","אתה חושב לעצמך, ""עצמי, למה אני עושה את זה?"". עצמך משיב, ""אתה זה שרוצה להיות גיבור.""",
29,3,0,23,1,99,127,32,127,"No matter how strong you feel at the bottom of the mountain, you're always more exhausted than the last time you reached the top.","לא משנה כמה אתה מרגיש בכושר במרגלות ההר, לפסגה אתה תמיד מגיע מותש יותר מהפעם הקודמת.",
29,3,50,0,1,99,127,32,127,"You detect a strange, magical aura around this place. ",אתה חש בהילה מוזרה וקסומה אופפת את המקום.,
29,3,4,0,1,99,127,32,127,The gargoyle won't let you climb the walls.,הגרגויל לא יתיר לך לטפס על החומות.,
29,3,1,0,1,99,127,200,127,You see the purple home of someone who must enjoy its precarious perch upon the peak.,אתה רואה בית סגול של מישהו שככל הנראה נהנה מהעמדה הרעועה על ראש הפסגה.,
29,3,51,0,1,99,127,205,127,The door is already open.,הדלת כבר פתוחה.,
29,4,1,0,1,99,127,205,127,It is cloudless. It seems that you are above the clouds.,השמים בהירים. המסקנה המתבקשת היא שאתה מעל העננים.,
29,5,4,0,1,99,127,205,127,I don't think you can reach that window.,לא נראה לי שיש לך גישה לחלון.,
29,5,1,0,1,99,127,205,127,"From outside, you can see that the interior of the house is curiously furnished.","אתה משקיף מבחוץ, ורואה כי פנים הבית מעוצב בטעם משונה.",
295,1,0,0,1,99,32,114,101,Take care!,"""שמור על עצמך!""",
295,1,0,0,2,99,111,117,32,"Say ""Hi!"" to the Dryad for us!","""מסור 'ד""ש' לדריאדה בשמינו!""",
295,1,0,0,3,99,114,114,111,Bye bye!  See ya!,"""ביי ביי! להתראות!""",
295,1,0,0,4,99,105,100,101,Kiss a tree for me!,"""תמסור לעץ נשיקות!""",
30,1,1,0,1,99,7,67,37,Erasmus likes to keep his suits well-ironed.,ארסמוס אוהב את החליפות שלו מגוהצות היטב.,
30,2,1,0,1,99,7,13,6,"The books on the shelves of the bookcase appear to be very old, very rare, and very magical.","הספרים על המדף מתיימרים להיות עתיקים מאוד, נדירים מאוד, וקסומים מאוד.",
30,2,1,0,2,99,69,69,67,"You find titles like:  ""Zen and the Art of Magical Maintenance"",  ""How to Be a Halfling"",  ""The Sensuous Succubus"",  and ""Tobin's Spirit Guide, Volume II:  Asmodeus to Casper"".","אתה מוצא שמות כמו: "" זן ואמנות התחזוקה הקסומה"", ""המדריך לזוטון המושלם"", ""השדונית החושנית"", ""מדריך הרוחות של טובין, כרך 2: אשמדאי עד קספר"".",
30,3,1,0,1,99,3,3,4,A casket with a stick shift?,ארון עם מוט הילוכים?,
30,4,1,0,1,99,4,3,42,"From the looks of the ceiling, this castle must be a gigantic geode. ","לפי איך שהתקרה נראית, הטירה היא חלל עצום בעומק הסלע.",
30,5,1,0,1,99,131,69,2,It was a moderately large and fearful dragon at one time.,היה זה דרקון גדול ומפוחד למדי בעת ובעונה אחת.,
30,5,57,0,1,99,5,5,4,The head doesn't respond; it looks like it's draggin'.,הראש לא מגיב; נדמה כאילו הוא מנמנם.,
30,6,4,0,1,99,67,68,132,Looks like you've slammed the dunker.,כמדומה שטרקת על הטובען.,
30,6,1,0,1,99,7,14,6,It's the famous dunkin' dragon.  You haven't seen one of those in years.,זהו הדרקון הטובעני המפורסם. כבר שנים שלא ראית אחד כזה.,
30,7,1,0,1,99,68,68,69,Through the portal to the east sits a standing room only.,מבעד לפתח ממזרח יושב חדר לעמידה בלבד.,לא זוכר את ההקשר. דרך הפורטל ממזרח יש חדר לעמידה בלבד?
30,8,1,0,1,99,67,197,195,There is a strange figure on a shelf above the stairs.  It looks like an overgrown rat wearing a wizard's hat.,דמות מוזרה יושבת על מדף הספרים. היא נראית כמו עכברוש מגודל חובש מצנפת קוסמים.,
30,9,1,0,1,99,43,130,42,"From the looks of these crystals, this castle must be a gigantic geode. ","ממבט חטוף על הגבישים, עולה כי הטירה היא חלל עצום בעומק הסלע.",
30,10,1,0,1,99,195,9,7,This is a Zen lamp.  You feel enlightened in its presence.,זוהי מנורת זן. אתה חש כי עצם נוכחותה מאציל עליך הארה.,
30,11,1,1,1,99,42,133,0,You admire the plumage on the peacock.,אתה מתפעל מיופיים של נוצות הטווס.,
30,11,1,2,1,99,197,195,130,"The poor stuffed peacock seems bedraggled, worn, and over-used.",הטווס המפוחלץ האומלל נראה מטונף ובלוי משימוש יתר.,
30,11,57,0,1,99,1,42,130,The peacock doesn't respond.  Maybe its ears are too stuffed to hear.,הטווס לא מגיב. אולי אוזניו פוחלצו יתר על המידה.,
30,12,0,3,1,99,4,66,67,"""Naughty, naughty.  You were told to go straight up the stairs."" ","""שובב, שובב. נאמר לך לעלות ישר במדרגות.""",
30,12,0,3,2,99,5,4,195,"""Since you're leaving anyway...""  ","""מאחר ואתה עוזב בכל מקרה...""",
30,12,0,3,3,99,67,131,68,"""That'll learn ya!""  ","""זה ילמד אותך לקח!""",
30,12,0,4,1,99,7,5,4,I wouldn't do that if I were you!,"""לא הייתי עושה זאת לו הייתי במקומך!""",
30,12,1,0,1,99,131,69,1,"This room is full of odds, ends, and stuff.  The wizard must be a real character.","החדר מלא בשאריות, גרוטאות, וכדומה. הקוסם הזה הוא בטח חתיכת טיפוס.",
30,13,1,0,1,99,196,194,1,"Erasmus used to buy a new oriental rug every day -- you know, ""Carpet Diem"". This one lends the room a rugged look.","ארסמוס נהג לרכוש מרבד מזרחי חדש מדי יום ביומו -- אתה יודע, ""חיים פעם אחת"". השטיח הזה מעניק לחדר מראה גבנוני.",
30,13,57,0,1,99,16,134,68,"The rug shrugs as if to say, ""Don't carpet me.""","המחצלת מושכת בכתפיה כאומרת, ""אל תשטח אותי"".",
30,14,1,0,1,99,59,58,57,The stupid stool stands there steadily.,השרפרף האווילי עומד שם מבוייש.,
30,15,1,0,1,99,17,1,18,This is just the table of contents.,זה רק שולחן רסן.,תרגמתי
30,16,1,0,1,99,130,17,3,"This is a sarcophagus, probably on loan from the Egyptian section of the Leyendecker Museum.  You can tell because it has a ribbon around it.","גלוסקמה, כנראה בהשאלה מהאגף המצרי של מוזיאון ליינדקר. אפשר לראות את זה על פי הסרט הכרוך סביבה.",
30,16,1,0,2,99,130,17,130,(It's tied in a Laura Bow.),(הקצוות נסגרות בלורה בואו.),
30,17,1,5,1,99,58,57,56,"You wonder if the portrait of Erasmus is really a painting, or something completely different.","אתה חוכך בדעתך האם הדיוקן של ארסמוס הוא באמת תמונה, או משהו אחר לגמרי.",
30,17,1,6,1,99,130,17,2,Your eyes are drawn to the eyes of the figure in the portrait.  His intense stare is unnerving.,אתה בוהה בעיניים קרועות בעיני הדמות בדיוקן. המבט המלחיץ שלו מורט עצבים.,
30,17,1,6,2,99,18,17,196,"This would not be someone to trifle with, for he looks subtle and quick to anger.","זה לא מישהו שכדאי להקל בו ראש, שהרי יש לו מראה מפולפל ומהיר חימה.",
30,18,1,0,1,99,17,18,19,It's probably a bottle of Djinn.,בקבוק ג'יני ככל הנראה.,
30,19,1,0,1,99,18,19,20,Through the portal to the west is a small sitting room.,מבעד לפתח ממערב עומד חדר קטן לישיבה בלבד.,"כנ""ל"
300,1,1,0,1,99,0,29,1,"The gate is securely barred.  It's apparently an Otto-matic gate, since it would take a Goon to open it.   ","השער נעול על מנעול ובריח. מסתבר שזהו שער אוטו-מטי, שכן רק בריון מסוגל לפתוח אותו.",
300,1,4,0,1,99,0,30,1,Leave the climbing to those who know how.,תשאיר את הטיפוס למי שמבין בזה.,
300,1,4,0,2,99,0,30,2,You'd better not try to climb the wall any more right now.  You've been at this long enough that someone is likely to notice.,כדאי לך להפסיק עם הטיפוסים על החומה לעת עתה. היית ככה קרוב שמישהו יבחין בך.,
300,1,4,0,3,99,0,30,3,"The wall is too smooth to climb with your level of skill, but keep practicing.","החומה חלקה מדי מכדי לטפס עליה ברמת המיומנות הנוכחית שלך, אבל תמשיך להתאמן.",
300,1,17,0,1,99,0,30,4,The gate is securely barred.  There's no lock for you to open.,השער מוברח בקפידה. אין מנעול שאפשר לפתוח.,
300,2,1,1,1,99,0,31,1,"The shades are drawn, and it appears that the Inn is closed.","התריסים מוגפים, והרושם הכללי הוא שהפונדק סגור.",
300,2,1,2,1,99,0,31,2,"The windows glow from the light inside. The sign reads ""Hero's Tale Inn"".","החלונות בוהקים מאור שבוקע מבפנים. על השלט נכתב ""פונדק עלילות גיבור"".",
300,2,4,1,1,99,0,31,3,The door is bolted.,הדלת מוברחת.,
300,2,16,1,1,99,0,31,4,"You wooden stab that poor defenseless door, wood you?  ","לא היית מעץ לנעוץ את חרבך בדלת חסרת ישע זו, נכון?","אולי: לא היית מעץ לנעוץ את חרבך בדלת חסרת ישע זו, נכון?
קודם: שמע לעצתי ואל תעץ לנעוץ את חרבך בדלת העץ חסרת הישע, בסדר?"
300,2,26,1,1,99,0,32,1,"Good try, but that isn't an inn key.  (It must be off-key.)","נסיון יפה, אבל זה זה לא המפתח לפונדק. (מצטערים על הברדק).",
300,3,1,0,1,99,0,32,2,"You see the cheery, inviting glow of a hearth fire within the inn.",אתה רואה את אור היקרות העליז והמזמין של אש הקמין הבוקע מתוך הפונדק.,
300,4,1,0,1,99,0,32,3,"It's an empty jail cell.  Fortunately, you're on the outside (at the moment).","תא המעצר ריק מאדם. למזלך, אתה מחוצה לו (נכון לעכשיו).",
300,4,4,0,1,99,0,33,1,"That's the jail cell door.  If you really want to go in, try stealing from someone and getting caught.  (This may not be the best way to become a Hero, though.) ","זאת דלת תא המעצר. אם אתה ממש רוצה להיכנס, נסה לגנוב ממישהו ולהיתפס. (אם כי זו לא הדרך היעילה ביותר להפוך לגיבור.)",
300,5,1,0,1,99,0,33,2,This must be some tough town when they put bars on the jailhouse window.,זו כנראה עיירה ממש קשוחה אם הם נאלצים להתקין סורגים על חלון בית הכלא.,
300,5,4,0,1,99,0,33,3,The only way you can break this jailhouse window is with a jailhouse rock.,אפשר לפרוץ את חלון הכלא רק באמצעות אבן קלע.,"לחשוב איך לתרגם את זה. הרפרנס התרבותי הוא כמובן לשיר של אלוויס, הייתי מוותר עליו. אולי משהו בסגנון - אי אפשר לפרוץ את חלון הכלא הזה"
300,6,1,1,1,99,0,34,1,"The sign says ""Out to lunch.""  The barber must keep odd lunch  hours. ","על השלט כתוב ""יצאתי לאכול צהרים"". הספר כנראה אוכל בשעות לא מאוד מקובלות.",
300,6,1,2,1,99,0,34,2,"There's a sign on the door of the barber shop.  It says ""Out to lunch."" ","שלט תלוי על דלת המספרה. נכתב בו ""יצאתי להפסקת צהרים.""",
300,6,4,0,1,99,0,34,3,The door is closed.,הדלת נעולה.,
300,7,1,0,1,99,0,35,1,"The sign reads ""Hero's Tale Inn""  ","על השלט כתוב ""פונדק עלילות גיבור""",
300,8,1,0,1,99,0,35,2,The Sheriff's office doubles as a jail for the town and a hangout for the Sheriff and the Goon.,משרד השריף משמש גם ככלא העיירה וכמקום מפגש לשריף ובריונו.,
300,9,1,0,1,99,0,35,3,The Sign of the Scissors above the door indicates that the building contains a Barber Shop.,שלט המספריים מעל הדלת מרמז כי המבנה משמש כמספרה.,
300,10,1,0,1,99,0,35,4,"The town gate is standing wide open, as it does every day.  It is made of sturdy logs.","שערי העיר פתוחים לרווחה, כמדי יום ביומו. הם עשויים מבולי עץ חסונים.",
300,10,4,0,1,99,0,36,1,That's the Sheriff's job.,זה התפקיד של השריף.,
300,11,1,0,1,99,0,36,2,"There's more than a hint of Ogre about this strange and bulky character. He seems cheerful, though.","היצור המסורבל והמשונה הזה זועק עוגיות מכל חלקי גופו. הוא עדיין נראה עליז, למרות הכול.",
300,11,57,0,1,41,0,37,1,Otto only expresses himself physically.,"""אוטו מבטא את עצמי באורח פיזי בלבד.""",
300,12,0,1,1,99,0,37,2,"Spielburg remains colorful, even at night.","שפילבורג נותרת צבעונית, אפילו בלילה.",
300,12,0,2,1,99,0,37,3,"This seems like a quiet little town.  On the porch ahead of you are two people.  The standing one is large, rather ugly, and playing with a yo-yo.  The seated person smoking a pipe looks like he might be the Sheriff.","אתה במרכזה של עיירה קטנה ומנומנמת למראה. על המרפסת מולך נראים שני אנשים. האדם העומד הוא גדול, מכוער למדי, ומשחק ביו-יו. האדם היושב מעשן מקטרת ונראה כאילו עשוי להיות השריף.","מנומנמת למראה, ... האדם הישוב מעשן מקטרת ונראה כאילו עשוי להיות השריף."
300,12,0,3,1,41,0,37,4,"""Just a friendly suggestion, but whatever you do, don't drink the Dragon's Breath.  Not even Otto can drink Dragon's Breath!""","""רק הצעה ידידותית, אבל מה שלא תעשה, אל תשתה את נשימת הדרקון. אפילו אוטו לא שותה את נשימת הדרקון!""",
300,12,0,4,1,99,0,37,5,The man with the pipe greets you.,הבחור עם המקטרת מברכך לשלום.,
300,12,0,4,2,41,0,38,1,"""Welcome to our town. You are lucky to have made it down from the mountains before the snow blocked the pass again. It's gotten pretty dangerous outside of town, I understand.""","""ברוך הבא לעירנו. יש לך מזל על שהספקת לרדת מההרים בטרם נחסם המעבר מחדש בעקבות השלגים האחרונים. הסכנה הולכת וגוברת מחוץ לעיירה, כך הגיעה לאוזני השמועה.""",
300,12,0,4,3,41,0,38,2,"""Many monsters have been trapped around here with the late snow. Between them and the brigands, we certainly could use a Hero around here.""","""מפלצות רבות נלכדו בסביבה עם השלג המאוחר. מרוב מפלצות ושודדים, בהחלט שלא יזיק לנו גיבור שיגן עלינו.""",
300,12,0,4,4,41,0,38,3,"""I am Sheriff Schultz Meistersson.  This is Otto Von Goon, my assistant."" ","""אני שריף שולץ מייסטרסון. וזהו אוטו פון בריון, העוזר שלי.""",
300,12,0,4,5,41,0,39,1,"""Good luck in your quest."" ","""בהצלחה במסעך.""",
300,12,0,5,1,99,0,39,2,"However, this was not a good place to sleep.  You're stiff and sore all over, and your wallet feels very light.","עם זאת, לא היה זה מקום טוב להעביר בו את הלילה. גופך כולו כואב ונוקשה, וארנקך מרגיש קל מאוד.",
300,12,0,5,2,99,1,0,1,"""As safe as our streets are, you still should not sleep on them.  It is a good way to get robbed.""","ככל שרחובותינו בטוחים, עדיין לא מומלץ לישון בהם. אלא אם כן אתה רוצה שישדדו אותך.",
300,13,1,0,1,99,1,0,1,This is the door to the Sheriff's office.,זו הדלת למשרד השריף.,
300,13,4,1,1,99,1,0,1,You'd better not. The Goon would probably try to strangle you with his yo-yo if he thought you were going into the Sheriff's office without permission.,מוטב שלא. הבריון ככל הנראה ימחץ אותך עם היו-יו שלו לו רק יחשוב שאתה מתכוון להיכנס למשרד השריף ללא אישור.,
300,13,4,2,1,99,1,0,1,"The door appears to be locked, and breaking into the Sheriff's office might evoke the wrath of Otto Von Goon.","עושה רושם שהדלת נעולה, ופריצה למשרד השריף רק תעיר את חמתו של אוטו פון בריון.",
300,14,1,0,1,99,38,199,71,"Schultz appears to be an affable old coot, content to smoke his pipe. There's a hardness behind his eyes, however, that gives you reason to believe that he's no pushover.","שולץ נראה קשיש חביב, מרוכז במקטרת שלו. קשיחות מסתתרת מאחורי עיניו, דבר שנותן לך את הסיבה להאמין שהוא לא טרף קל.",
300,14,2,6,1,41,10,38,139,Adventure,הרפתקה,
300,14,2,7,1,41,3,119,45,The Baron,הברון,
300,14,2,8,1,41,196,94,6,The Brigands,הכנופיה,
300,14,2,9,1,41,27,196,94,The Castle,הטירה,
300,14,2,10,1,41,8,255,118,Danger,סכנה,
300,14,2,11,1,41,255,95,64,The Guild Hall,היכל האיגוד,
300,14,2,12,1,41,101,1,101,The Inn,הפונדק,
300,14,2,13,1,41,236,139,70,Magic,קסם,
300,14,2,14,1,41,1,0,235,The Merchant,הרוכל,
300,14,2,15,1,41,6,154,248,Monsters,מפלצות,
300,14,2,16,1,41,203,85,139,The Mountain,ההר,
300,14,2,17,1,41,80,80,80,Name,שם,
300,14,2,18,1,41,8,137,86,Otto,אוטו,
300,14,2,19,1,41,116,11,139,Prisoners,אסירים,
300,14,2,21,1,41,0,235,6,Sheriff,שריף,
300,14,2,22,1,41,229,93,203,Town,עיירה,
300,14,2,23,1,41,139,70,6,Treasure,אוצר,
300,14,2,24,1,41,0,80,154,Wolfgang,וולפגנג,
300,14,4,0,1,99,8,137,70,Unhand that sheriff!,הרפה מהשריף!,
300,14,5,6,1,41,117,35,139,"""You'll need to talk to the Baron about that. Or go ask Wolfgang down at the Guild Hall, which is just down the street.""","""תצטרך לדבר עם הברון בנוגע לזה. או גש לשאול את וולפגנג בהיכל האיגוד, שנמצא במורד הרחוב.""",
300,14,5,6,2,41,6,38,137,"""So maybe you're going to be a hero? Well, we could surely use one around here, what with all the brigands.""","""אז אולי תרצה להיות גיבור? ובכן, בהחלט שלא יזיק לנו גיבור בסביבה, עם כל השודדים.""",
300,14,5,7,1,41,70,6,5,"""Baron Stefan keeps mostly to himself at his castle north of here. We haven't seen him here in town for years.""","""הברון סטפן שומר בעיקר על עצמו בטירתו צפונה מכאן. לא ראינו אותו בעיירה מזה שנים.""",
300,14,5,8,1,41,9,0,77,"""There's a whole band of brigands hiding out somewhere in the mountains around us. They robbed a merchant just last week. Got a fair amount of treasure, I hear.""","""כנופיית שודדים מסתתרת היכנשהו בהרים מסביבנו. הם שדדו רוכל רק בשבוע שעבר. שמעתי שהם אגרו אוצרות עצומים.""",
300,14,5,9,1,41,184,1,0,"""Baron Stefan keeps mostly to himself at his castle north of here. We haven't seen him here in town for years.""","""הברון סטפן שומר בעיקר על עצמו בטירתו צפונה מכאן. לא ראינו אותו בעיירה מזה שנים.""",
300,14,5,10,1,41,154,188,10,"""My friend,"" the Sheriff says, ""this world's filled with dangers. Sometimes I think it might be better to choose your danger, rather than sitting around, waiting for it, as I seem to do.""","""ידידי, העולם הזה מלא בסכנות. לעיתים אני חושב שעדיף לבחור את הסכנה שלך, מאשר לשבת בטל, ולחכות לה, כפי שאני עושה.""",
300,14,5,10,2,41,6,38,199,"""But enough of this philosophical rambling. I am content enough to be Sheriff of Spielburg.""","""אבל מספיק עם הקשקושים הפילוסופיים. אני מסתפק בלהיות השריף של שפילבורג.""",
300,14,5,11,1,41,21,215,139,"""The Guild Hall is at the Southwest corner of town. If you're looking for work, that's a good place to go.""","""היכל האיגוד ממוקם בפינה הדרום מערבית של העיירה. אם אתה מחפש עבודה, זה מקום טוב להתחיל.""",
300,14,5,12,1,41,203,131,62,"""Go talk to the Innkeeper. He will help you there.""","""דבר עם בעל הפונדק. הוא ינחה אותך שם.""",
300,14,5,13,1,41,0,80,30,"""Just next to the Inn is a small Magic Shop. The owner, Zara, will let you in if you have some abilities in that area. She's a strange one, all right!""","""בסמוך לפונדק יש חנות קסמים קטנה. הבעלים, זארה, תתן לך להיכנס אם יש לך כמה כישורים בתחום. היא קצת מוזרה, זה בטוח!""",
300,14,5,14,1,41,211,46,131,"""The one who was robbed? He's staying at the Inn, I believe.""","""הבחור שנשדד? הוא שוהה בפונדק, אני מאמין.""",
300,14,5,15,1,41,139,118,10,"""The monsters come down from the mountains every winter, but they're usually gone by now. The Baron just doesn't have enough men to handle them.""","המפלצות יורדות מההרים מדי חורף, אבל בדרך כלל בתקופה הזאת הן כבר נעלמות. לברון פשוט אין מספיק אנשים להתמודד איתן.""",
300,14,5,15,2,41,38,51,192,"""Wolfgang is the one to talk to about monsters. He's had a lot of experience with them.""","""וולפגנג הוא האיש לדבר איתו בנוגע למפלצות. יש לו הרבה נסיון איתן.""",
300,14,5,16,1,41,154,124,1,"""You should know. You came down from there.""","""אתה אמור לדעת. אתה ירדת משם.""",
300,14,5,17,1,41,1,0,116,"""I am Sheriff Schultz Meistersson, and this is Otto Von Goon, my assistant.""","""אני שריף שולץ מייסטרסון. וזהו אוטו פון בריון, העוזר שלי.""",
300,14,5,18,1,41,154,143,3,"""Otto is a big help to me,"" the Sheriff tells you. ""He's very smart for a Goon. His prisoners only suffer a few broken bones when he grabs them.""","""אוטו הוא עזרה עצומה בשבילי. הוא מאוד חכם יחסית לבריון. האסירים שלו סובלים רק מכמה עצמות שבורות כשהוא אוחז בהם.""",
300,14,5,18,2,41,93,203,139,"""It took a bit of doing to teach him to bring prisoners back alive, but he hardly ever forgets, now.""","""לקח קצת זמן ללמד אותו איך להחזיר אסירים לחיים, אבל הוא כמעט אף פעם לא שוכח.""",
300,14,5,19,1,41,76,8,77,"""It's simple. When somone breaks the law, and we catch them, we hold them prisoner.""","""זה פשוט. כשמישהו עובר על החוק, ואנחנו תופסים אותו, אנחנו מחזיקים בו בשבי.""",
300,14,5,20,1,41,254,234,105,"""There's a whole band of brigands hiding out somewhere in the mountains around us. They robbed a merchant just last week. Got a fair amount of treasure, I hear.""","""כנופיית שודדים מסתתרת אי שם בהרים מסביבנו. הם שדדו רוכל רק בשבוע שעבר. שמעתי שיש להם אוצרות עצומים.""",
300,14,5,21,1,41,71,4,254,"""A policeman's lot is not a happy one."" ","""מר הוא גורלו של השוטר.""",
300,14,5,22,1,41,236,138,86,"""This town was named after the Barons of Spielburg.  It used to be a lively place to be, before the brigands came and drove all the business away.""","""העיירה נקראה על שם הברונים לבית שפילבורג. היא היתה פעם מקום תוסס ושוקק חיים, קודם שבאו השודדים והבריחו את כל אנשי העסקים.""","חשבתי ""הברון שלי"" - אולי הברונים לבית שפילבורג?"
300,14,5,22,2,41,33,64,116,"""You can find a place to stay at the Inn next door.  You can learn about jobs available at the GuildHall down the street.  If you are interested in magic, you should visit the Magic Shop.  There is still plenty to do and see here in Spielburg.""","""תוכל להתאכסן בפונדק בדלת ממול. תוכל ללמוד על העבודות הזמינות בהיכל האיגוד במורד הרחוב. אם אתה מתעניין בקסם, כדאי שתבקר בחנות הקסמים. יש עדיין הרבה מה לעשות ולראות כאן בשפילבורג.""",
300,14,5,23,1,41,236,131,236,"""Obtaining treasure involves putting yourself in danger. If you're brave, foolish, or lucky, you might get some treasure.""","""ציד אוצרות כרוך בסיכון עצמי גבוה. אם אתה אמיץ, טיפש, או סתם בר מזל, אולי תצליח להשיג איזה אוצר או שניים.""",
300,14,5,24,1,41,70,212,80,"""Wolfgang, down at the Guild hall, is the one to talk to about monsters. He's had a lot of experience with them.""","""וולפגנג, למטה בהיכל האיגוד, הוא האיש לדבר איתו בנוגע למפלצות. יש לו הרבה נסיון איתן.""",
300,15,1,0,1,99,143,65,130,The ugly statue seems to be watching you.,דומה כי הפסל המכוער צופה בך.,
300,15,4,0,1,99,11,246,70,"As you lay your hands on the ugly statue, a swirling miasma of emotions overcomes you.  You feel the sculptor's pain and suffering, his disgust with his condition, and the conflicting urges to enjoy and flee from his talent.","בעודך מלטף בידך את הפסל המכוער, מערבולת של אדי רגשות מציפה אותך. אתה חש בכאבו וסבלו של הפסל, סלידתו ממצבו, ודחפיו המתנגשים בין להתמסר לכשרונותיו או להימלט מפניהם.",
300,15,4,0,2,99,235,2,51,"No, that's not it.  The real reason for the disgust you feel has more to do with the pigeon droppings on your hands.  You surreptitiously wipe them clean. ","לא, זה לא זה. הסיבה האמיתית לסלידה שאתה חש קשורה למשהו הרבה יותר ריאלי, צואת היונים המרוחה על ידיך. אתה מנגב אותן בחשאי.",
300,16,1,0,1,99,236,131,236,The handsome statue seems to be watching you.,דומה כי הפסל יפה התואר צופה בך.,
300,16,4,0,1,99,6,22,141,"The statue feels cold and clean, and smells faintly of soap. ","הפסל מרגיש קר ונקי, עם ניחוח עדין של סבון.",
300,17,1,0,1,99,7,131,196,"If this is the town water supply, no wonder nobody ever comes here. ","אם זאת כל אספקת המים העירונית, לא פלא שאף אחד לא רוצה להגיע לכאן.",
300,18,1,0,1,99,35,8,91,"Gosh!  That's an authentic ""whamma blamma three scoops of mana hilarious gregarious floats in the airious"" yoyo! ","לא נכון! זה יויו ""צפובי קנאובי שלושה סיבובי קסם קורע יאללה בואו מעופף באווירוש"" מקורי!",
300,18,4,0,1,99,80,154,205,Are you crazy?  That goon would tear you limb from limb if you tried to steal his yoyo!,אתה דפוק? הבריון יקרע אותך לגזרים אם רק תנסה לגנוב לו את היו-יו!,
300,18,20,0,1,99,131,254,3,Are you crazy?  That goon would rend your spleen asunder if you did anything to his yoyo!,אתה מטורף? הבריון יוציא לך את הטחול אם תפל שערה משערות ראשו של היו-יו שלו!,
