"words","class","group","rooms","comments"
"people | אנשים | בני","NOUN","2103","",""
"brook | river | stream | נחל | פלג | זרם | נהר","NOUN","2104","",""
"soup | stew | מרק | תבשיל | נזיד","NOUN","2105","",""
"lid | מכסה | כיסוי","NOUN","2106","",""
"fire | אש | להבה | שריפה","NOUN","2107","",""
"fiddle | guitar | violin | כינור | גיטרה","IMPERATIVE_VERB | NOUN","2108","",""
"lep | leprechaun","NOUN","2109","",""
"throne | כסא | מלכות | כס","NOUN","2110","",""
"shield | מגן","NOUN","2111","",""
"king","NOUN","2112","",""
"disk","NOUN","2113","",""
"cap | hat | כובע","NOUN","2114","",""
"coin | נדבה | מזומן | מטבע","NOUN","2115","",""
"crack","NOUN | IMPERATIVE_VERB","2116","",""
"chair | כיסא | כיסאות | מושב","NOUN","2117","",""
"bureau | dresser | שידה","NOUN","2118","",""
"drawer | מגירה | מגירות","NOUN","2119","",""
"ramp","NOUN","2120","",""
"word | הספד | כתובת | חריטה | מילה | כתב","NOUN","2121","",""
"stump | גזע | גדם | שריד","NOUN","2122","",""
"rat","NOUN","2123","",""
"priority","NOUN","2124","",""
"keyhole | צלינדר","NOUN","2125","",""
"sky | שמיים","NOUN","2126","",""
"var","NOUN","2127","",""
"pew","NOUN","2128","",""
"finger | אצבע","NOUN","2129","",""
"bottom","NOUN","2130","",""
"beach | חוף | חול | שפה | חלקה","NOUN","2131","",""
"walnut$tree","NOUN","2132","",""
"pocket | כיס | כיסון","NOUN","2133","",""
"mikel","NOUN","2134","",""
"pine$tree","NOUN","2135","",""
"lake | pond | אגם | ימה | ברכת","NOUN","2136","",""
"oak | אלון | חזק","NOUN","2137","",""
"view | נוף | לצפות | מבט","NOUN","2138","",""
"curtain | וילון | מסך | וילונות","NOUN","2139","",""
"shelf | מדף | מדפים","NOUN","2140","",""
"ceiling | roof | תקרה | גג | כיפה","NOUN","2141","",""
"wall | קיר | קירות | חומה","NOUN","2142","",""
"beaver","NOUN","2143","",""
"path | trail","NOUN","2144","",""
"bedroom","NOUN","2145","",""
"mold","NOUN","2146","",""
"tunnel | מנהרה | מסדרון","NOUN","2147","",""
"side | צד | צלע","NOUN","2148","",""
"circle | להקיף | מעגל","NOUN","2149","",""
"match","NOUN","2150","",""
"flashlight","NOUN","2151","",""
"flame","NOUN","2152","",""
"cliff | צוק | הר | הרים | מצוק | מדרון","NOUN","2153","",""
"animal | creature | monster | חיה | בהמה | יצור","NOUN","2154","",""
"jig | music | מוזיקה | זמרה | ניגון | תווים | תוים","NOUN","2155","",""
"frosting | icing","NOUN","2156","",""
"cookie","NOUN","2157","",""
"chimney | ארובה | קמין","NOUN","2158","",""
"bar | בר | למנוע","NOUN","2159","",""
"caldron | cauldron | pot | דוד | קדרה | סיר | מחבת | מרחשת","NOUN","2160","",""
"smoke | steam | עשן | ערפל | אדים","NOUN","2161","",""
"stool | שרפרף","NOUN","2162","",""
"hinge","NOUN","2163","",""
"leaf | עלים","NOUN","2164","",""
"pillar | sculpture | statue | עמוד | עמודים | תומכה","NOUN","2165","",""
"guard | שומר | שומרים | משגיח","NOUN","2166","",""
"sunlight","NOUN","2167","",""
"timber | wood | עץ | עצי | עציץ","NOUN","2168","",""
"beam | column | קורה","NOUN","2169","",""
"cattails","NOUN","2170","",""
"vegetation","NOUN","2171","",""
"clearing | meadow","NOUN","2172","",""
"pine | אשוח | אורן | ברוש","NOUN","2173","",""
"rapid","NOUN","2174","",""
"bank | shore","NOUN","2175","",""
"delta","NOUN","2176","",""
"board | lumber | לוח | קרש | משטח","NOUN","2177","",""
"serpent | קוברה | נחש | צפע | זוחל","NOUN","2178","",""
"catwalk | walkway","NOUN","2179","",""
"trough","NOUN","2180","",""
"crossing","NOUN","2181","",""
"underbrush","NOUN","2182","",""
"porch","NOUN","2183","",""
"carpet | rug | שטיח | מחצלת | ריצוף","NOUN","2184","",""
"birch | ליבנה | ארז","NOUN","2185","",""
"sunbeam","NOUN","2186","",""
"drip","NOUN","2187","",""
"arc | arch","NOUN","2188","",""
"butterfly | insect","NOUN","2189","",""
"fish | דג | דגה | דגים","NOUN","2190","",""
"turret | מגדל | צריח | מגדלון","NOUN","2191","",""
"baby | תינוק | עולל | יונק","NOUN","2192","",""
"chick","NOUN","2193","",""
"squirrel","NOUN","2194","",""
"snake","NOUN","2195","",""
"pitcher","NOUN","2196","",""
"toll","NOUN","2197","",""
"fog | mist","NOUN","2198","",""
"tongue | לשון","NOUN","2199","",""
"swamp | בוץ","NOUN","2200","",""
"sea | ים | אוקיינוס","NOUN","2201","",""
"gas","NOUN","2202","",""
"slime | רפש | סליים","NOUN","2203","",""
"endtable | nightstand","NOUN","2204","",""
"ivy","NOUN","2205","",""
"vine","NOUN","2206","",""
"sidewalk","NOUN","2207","",""
"crank","NOUN","2208","",""
"handle | לטפל","NOUN","2209","",""
"hay | straw | חציר | תבן","NOUN","2210","",""
"heap | mound | pile | ערימה","NOUN","2211","",""
"wheel | גלגל | אופן | עגלה","NOUN","2212","",""
"planter | urn | vase | אגרטל","NOUN","2213","",""
"hole | חור | בור | נקב","NOUN","2214","",""
"reflection | השתקפות | רפלקציה","NOUN","2215","",""
"brew | goop","NOUN","2216","",""
"liquid","NOUN","2217","",""
"edward","NOUN","2218","",""
"content","NOUN","2219","",""
"feature","NOUN","2220","",""
"dust | נגב | נגבי | ניגבי | אבק | אבקי | איבקי","NOUN","2221","",""
"gold","NOUN","2222","",""
"bread | לחם | ככר | מאפה","NOUN","2223","",""
"aroma | ארומה | ניחוח","NOUN","2224","",""
"granite","NOUN","2225","",""
"boy | ילד | נער | בן","NOUN","2226","",""
"glow | לזהור","NOUN","2227","",""
"sand","NOUN","2228","",""
"brick","NOUN","2229","",""
"cane","NOUN","2230","",""
"cobweb | web | קורי | עכביש | רשת | קורים","NOUN","2231","",""
"gumdrop","NOUN","2232","",""
"puddle","NOUN","2233","",""
"ripple | גלים | רשרוש","NOUN","2234","",""
"spider | אראכניד","NOUN","2235","",""
"spiderweb","NOUN","2236","",""
"peppermint","NOUN","2237","",""
"stick | מקל","NOUN","2238","",""
"root | שורש | בסיס | מקור","NOUN","2239","",""
"halo","NOUN","2240","",""
"spell | לחש | לחשים","NOUN","2241","",""
"pike | spear | חנית","NOUN","2242","",""
"algae | lichen","NOUN","2243","",""
"wine | יין","NOUN","2244","",""
"ant | termite","NOUN","2245","",""
"head | ראש | מוח","NOUN","2246","",""
"body | גוף | גופה","NOUN","2247","",""
"fireplace | אח | מוקד | כבשן","NOUN","2248","",""
"dirt | לכלוך","NOUN","2249","",""
"carving | גילוף | פיסול | גילופים","NOUN","2250","",""
"teeth | שן | שיניים | טוחנת","NOUN","2251","",""
"edge","NOUN","2252","",""
"claw | טפר | ציפורן | טפרים | ציפורניים","NOUN","2253","",""
"border","NOUN","2254","",""
"cake | ginger | gingerbread","NOUN","2255","",""
"0 | o | zero | אפס","NOUN","4000","",""
"1 | one","NOUN","4001","",""
"2 | two | שניים | זוג","NOUN","4002","",""
"3 | three | שלושה | שלוש | תלת","NOUN","4003","",""
"4 | four | ארבעה","NOUN","4004","",""
"5 | five | חמישה","NOUN","4005","",""
"6 | six | שישה","NOUN","4006","",""
"7 | seven | שבעה | שבע | זז","NOUN","4007","",""
"8 | eight | שמונה","NOUN","4008","",""
"9 | nine | תשעה","NOUN","4009","",""
"10 | ten | עשרה | עשר","NOUN","4010","",""
"11 | eleven","NOUN","4011","",""
"12 | twelve","NOUN","4012","",""
"13 | thirteen","NOUN","4013","",""
"14 | forteen | fourteen","NOUN","4014","",""
"15 | fifteen","NOUN","4015","",""
"16 | sixteen","NOUN","4016","",""
"17 | seventeen","NOUN","4017","",""
"18 | eighteen","NOUN","4018","",""
"19 | nineteen | ninteen","NOUN","4019","",""
"20 | twenty | עשרים","NOUN","4020","",""
"30 | thirty | שלושים","NOUN","4021","",""
"40 | forty | ארבעים","NOUN","4022","",""
"50 | fifty | חמישים","NOUN","4023","",""
"60 | sixty | שישים","NOUN","4024","",""
"70 | seventy | שבעים","NOUN","4025","",""
"80 | eighty | שמונים","NOUN","4026","",""
"90 | ninety | תשעים","NOUN","4027","",""
"100 | hundred | מאה","NOUN","4028","",""
"1000 | thousand","NOUN","4029","",""
"1000000 | million | מיליון","NOUN","4030","",""
"unknownnumber","NOUN","4093","",""
"!* | noword","","4094","",""
"* | any | anyword","CONJUNCTION | PREPOSITION | ARTICLE | ADJECTIVE | PRONOUN | NOUN | INDICATIVE_VERB | ADVERB | IMPERATIVE_VERB","4095","",""
