"words","class","group","rooms","comments"
"ripple | גלגל","NOUN","2234","",""
"spider | עכביש","NOUN","2235","",""
"spiderweb | כורים","NOUN","2236","",""
"peppermint | פפרמיט","NOUN","2237","",""
"stick | עצה","NOUN","2238","",""
"root | שורש","NOUN","2239","",""
"halo | האלה","NOUN","2240","",""
"spell | טקס","NOUN","2241","",""
"pike | spear | קורטה","NOUN","2242","",""
"algae | lichen | טחבה","NOUN","2243","",""
"wine | יין","NOUN","2244","",""
"ant | termite | נמלה","NOUN","2245","",""
"head | ראש","NOUN","2246","",""
"body | גופה","NOUN","2247","",""
"fireplace | אח | קמין","NOUN","2248","",""
"dirt | לכלוך","NOUN","2249","","",""
"carving | חקירה","NOUN","2250","",""
"teeth | שינים","NOUN","2251","",""
"edge | שפה","NOUN","2252","",""
"claw | ציפורן","NOUN","2253","",""
"border | גבול","NOUN","2254","",""
"cake | ginger | gingerbread | עוגט","NOUN","2255","",""
"0 | o | zero","NOUN","4000","",""
"1 | one","NOUN","4001","",""
"2 | two","NOUN","4002","",""
"3 | three","NOUN","4003","",""
"4 | four","NOUN","4004","",""
"5 | five","NOUN","4005","",""
"6 | six","NOUN","4006","",""
"7 | seven","NOUN","4007","",""
"8 | eight","NOUN","4008","",""
"9 | nine","NOUN","4009","",""
"10 | ten","NOUN","4010","",""
"11 | eleven","NOUN","4011","",""
"12 | twelve","NOUN","4012","",""
"13 | thirteen","NOUN","4013","",""
"14 | forteen | fourteen","NOUN","4014","",""
"15 | fifteen","NOUN","4015","",""
"16 | sixteen","NOUN","4016","",""
"17 | seventeen","NOUN","4017","",""
"18 | eighteen","NOUN","4018","",""
"19 | nineteen | ninteen","NOUN","4019","",""
"20 | twenty","NOUN","4020","",""
"30 | thirty","NOUN","4021","",""
"40 | forty","NOUN","4022","",""
"50 | fifty","NOUN","4023","",""
"60 | sixty","NOUN","4024","",""
"70 | seventy","NOUN","4025","",""
"80 | eighty","NOUN","4026","",""
"90 | ninety","NOUN","4027","",""
"100 | hundred","NOUN","4028","",""
"1000 | thousand","NOUN","4029","",""
"1000000 | million","NOUN","4030","",""
"unknownnumber","NOUN","4093","",""
"!* | noword","","4094","",""
"* | any | anyword | את | כמ | רפה | כמ | זפה | כם | גוץ | עוץ | לי | גוצ | עוצ | יל | צוע | צוג","CONJUNCTION | PREPOSITION | ARTICLE | ADJECTIVE | PRONOUN | NOUN | INDICATIVE_VERB | ADVERB | IMPERATIVE_VERB","4095","",""
